timestamp,symbol,action,entry,stop,TP1,TP2,TP3,TP4,TP5,score,ai_approved
2026-06-15 16:50:16,CADJPY,SHORT,114.5199966430664,114.740212,114.431911,114.343824,114.255738,114.167652,114.079566,6.0,
2026-06-16 01:38:44,AUDNZD,LONG,1.2138899564743042,1.21122,1.214958,1.216026,1.217094,1.218162,1.21923,6.5,
2026-06-16 04:44:14,USDCAD,LONG,1.399809956550598,1.3975,1.400734,1.401658,1.402582,1.403506,1.40443,6.0,True
2026-06-17 04:51:21,GBPCAD,LONG,1.8795000314712524,1.876816,1.880305,1.881647,1.882721,1.883794,1.884868,9.0,True
2026-06-17 06:13:17,USDCAD,LONG,1.399780035018921,1.397526,1.400682,1.401583,1.402485,1.403386,1.404288,7.5,True
