timestamp,symbol,action,entry,stop,TP1,TP2,conviction,ai_confidence
2026-06-09 15:49:45,TRXUSDT,SHORT,0.3219563663005829,0.3226,0.321441,0.321184,-2.09,7
2026-06-09 16:50:59,QUQUSDT,SHORT,0.00246833,0.002479,0.00246,0.002456,-2.11,7
2026-06-09 16:59:24,QUQUSDT,SHORT,0.0024719,0.002483,0.002463,0.002459,-1.79,7
